vf,participantId,rbase,approach,jnd_50_r,jnd_50,jnd_r
dist_line_sd,ie1q08rg,0.5,below,0.11656685,3.101972796,0.113333333
dist_line_sd,ie1q08rg,0.8,above,0.05532523,2.723325313,0.044583333
dist_line_sd,ie1q08rg,0.8,below,0.058779259,2.590194872,0.07
ellipse_area,ie1q08rg,0.5,above,0.092501005,4389.772021,0.08
ellipse_area,ie1q08rg,0.5,below,0.11656685,4090.614643,0.113333333
ellipse_area,ie1q08rg,0.8,above,0.05532523,6022.908515,0.044583333
ellipse_area,ie1q08rg,0.8,below,0.058779259,5050.358667,0.07
ellipse_minor,ie1q08rg,0.5,above,0.092501005,20.88452053,0.08
ellipse_minor,ie1q08rg,0.5,below,0.11656685,23.51361926,0.113333333
ellipse_minor,ie1q08rg,0.8,above,0.05532523,20.63305378,0.044583333
ellipse_minor,ie1q08rg,0.8,below,0.058779259,18.45283873,0.07
conf_bounding_box_perp,ie1qdybv,0.8,above,0.047176389,13.35193725,0.07
conf_bounding_box_perp,ie1qdybv,0.8,below,0.031043151,9.730033487,0.025416667
conf_bounding_box_perp,ie1qdybv,0.5,above,0.077212516,13.88278335,0.073333333
conf_bounding_box_perp,ie1qdybv,0.5,below,0.191570471,27.64355958,0.223333333
dist_line_sd,ie1qdybv,0.8,above,0.047176389,1.687573142,0.07
dist_line_sd,ie1qdybv,0.8,below,0.031043151,1.747035277,0.025416667
dist_line_sd,ie1qdybv,0.5,above,0.077212516,2.088283767,0.073333333
dist_line_sd,ie1qdybv,0.5,below,0.191570471,4.803784764,0.223333333
ellipse_area,ie1qdybv,0.8,above,0.047176389,4972.583214,0.07
ellipse_area,ie1qdybv,0.8,below,0.031043151,2749.915219,0.025416667
ellipse_area,ie1qdybv,0.5,above,0.077212516,3583.867097,0.073333333
ellipse_area,ie1qdybv,0.5,below,0.191570471,5955.758262,0.223333333
ellipse_minor,ie1qdybv,0.8,above,0.047176389,17.15930868,0.07
ellipse_minor,ie1qdybv,0.8,below,0.031043151,9.951338935,0.025416667
ellipse_minor,ie1qdybv,0.5,above,0.077212516,17.26443204,0.073333333
ellipse_minor,ie1qdybv,0.5,below,0.191570471,37.31936747,0.223333333
conf_bounding_box_perp,ie1qhykq,0.5,above,0.064976088,13.87685868,0.071666667
conf_bounding_box_perp,ie1qhykq,0.5,below,0.080563673,12.92452146,0.093333333
conf_bounding_box_perp,ie1qhykq,0.8,above,0.035459537,8.739159183,0.041666667
conf_bounding_box_perp,ie1qhykq,0.8,below,0.033650994,9.203718707,0.030416667
dist_line_sd,ie1qhykq,0.5,above,0.064976088,2.350717873,0.071666667
dist_line_sd,ie1qhykq,0.5,below,0.080563673,1.353779091,0.093333333
dist_line_sd,ie1qhykq,0.8,above,0.035459537,1.43862978,0.041666667
dist_line_sd,ie1qhykq,0.8,below,0.033650994,1.436406595,0.030416667
ellipse_area,ie1qhykq,0.5,above,0.064976088,2989.019806,0.071666667
ellipse_area,ie1qhykq,0.5,below,0.080563673,2933.132627,0.093333333
ellipse_area,ie1qhykq,0.8,above,0.035459537,3625.026058,0.041666667
ellipse_area,ie1qhykq,0.8,below,0.033650994,2973.081268,0.030416667
ellipse_minor,ie1qhykq,0.5,above,0.064976088,14.47308011,0.071666667
ellipse_minor,ie1qhykq,0.5,below,0.080563673,16.44420956,0.093333333
ellipse_minor,ie1qhykq,0.8,above,0.035459537,12.60144576,0.041666667
ellipse_minor,ie1qhykq,0.8,below,0.033650994,10.76730201,0.030416667
conf_bounding_box_perp,ie1qkr0a,0.5,above,0.080457738,14.3023232,0.083333333
conf_bounding_box_perp,ie1qkr0a,0.5,below,0.07226106,15.33837139,0.037083333
conf_bounding_box_perp,ie1qkr0a,0.8,above,0.040303457,10.67769201,0.046666667
conf_bounding_box_perp,ie1qkr0a,0.8,below,0.04153784,10.04249172,0.053333333
dist_line_sd,ie1qkr0a,0.5,above,0.080457738,2.92874896,0.083333333
dist_line_sd,ie1qkr0a,0.5,below,0.07226106,1.716211328,0.037083333
dist_line_sd,ie1qkr0a,0.8,above,0.040303457,1.681917072,0.046666667
dist_line_sd,ie1qkr0a,0.8,below,0.04153784,1.483123871,0.053333333
ellipse_area,ie1qkr0a,0.5,above,0.080457738,3712.60353,0.083333333
ellipse_area,ie1qkr0a,0.5,below,0.07226106,2586.735622,0.037083333
ellipse_area,ie1qkr0a,0.8,above,0.040303457,4168.853079,0.046666667
ellipse_area,ie1qkr0a,0.8,below,0.04153784,3667.487851,0.053333333
ellipse_minor,ie1qkr0a,0.5,above,0.080457738,17.94318157,0.083333333
ellipse_minor,ie1qkr0a,0.5,below,0.07226106,14.6715246,0.037083333
ellipse_minor,ie1qkr0a,0.8,above,0.040303457,14.45076629,0.046666667
ellipse_minor,ie1qkr0a,0.8,below,0.04153784,13.28437956,0.053333333
conf_bounding_box_perp,ie1qlt4b,0.5,above,0.156892667,26.73072229,0.201666667
conf_bounding_box_perp,ie1qlt4b,0.5,below,0.166414479,25.07025487,0.116666667
conf_bounding_box_perp,ie1qlt4b,0.8,above,0.104142143,31.94068196,0.086666667
conf_bounding_box_perp,ie1qlt4b,0.8,below,0.074545325,16.64348442,0.105
dist_line_sd,ie1qlt4b,0.5,above,0.156892667,4.34008855,0.201666667
dist_line_sd,ie1qlt4b,0.5,below,0.166414479,4.054216153,0.116666667
dist_line_sd,ie1qlt4b,0.8,above,0.104142143,4.919631137,0.086666667
dist_line_sd,ie1qlt4b,0.8,below,0.074545325,2.89427043,0.105
ellipse_area,ie1qlt4b,0.5,above,0.156892667,8243.806936,0.201666667
ellipse_area,ie1qlt4b,0.5,below,0.166414479,5267.634483,0.116666667
ellipse_area,ie1qlt4b,0.8,above,0.104142143,12917.54454,0.086666667
ellipse_area,ie1qlt4b,0.8,below,0.074545325,6143.62693,0.105
ellipse_minor,ie1qlt4b,0.5,above,0.156892667,37.1405133,0.201666667
ellipse_minor,ie1qlt4b,0.5,below,0.166414479,32.58834757,0.116666667
ellipse_minor,ie1qlt4b,0.8,above,0.104142143,43.14282193,0.086666667
ellipse_minor,ie1qlt4b,0.8,below,0.074545325,22.76572257,0.105
conf_bounding_box_perp,ie1qyaih,0.5,above,0.146293672,25.10263218,0.106666667
conf_bounding_box_perp,ie1qyaih,0.5,below,0.097278455,14.85722002,0.091666667
conf_bounding_box_perp,ie1qyaih,0.8,above,0.091399657,26.55952991,0.08
conf_bounding_box_perp,ie1qyaih,0.8,below,0.10971809,22.82241581,0.131666667
dist_line_sd,ie1qyaih,0.5,above,0.146293672,4.108412557,0.106666667
dist_line_sd,ie1qyaih,0.5,below,0.097278455,2.419856934,0.091666667
dist_line_sd,ie1qyaih,0.8,above,0.091399657,4.131218634,0.08
dist_line_sd,ie1qyaih,0.8,below,0.10971809,3.91822767,0.131666667
ellipse_area,ie1qyaih,0.5,above,0.146293672,7642.703962,0.106666667
ellipse_area,ie1qyaih,0.5,below,0.097278455,3493.992016,0.091666667
ellipse_area,ie1qyaih,0.8,above,0.091399657,11191.51607,0.08
ellipse_area,ie1qyaih,0.8,below,0.10971809,8694.913921,0.131666667
ellipse_minor,ie1qyaih,0.5,above,0.146293672,34.54150432,0.106666667
ellipse_minor,ie1qyaih,0.5,below,0.097278455,19.76796833,0.091666667
ellipse_minor,ie1qyaih,0.8,above,0.091399657,37.47778712,0.08
ellipse_minor,ie1qyaih,0.8,below,0.10971809,32.67263316,0.131666667
conf_bounding_box_perp,ie1rr497,0.8,above,0.032724069,8.609134073,0.046666667
conf_bounding_box_perp,ie1rr497,0.8,below,0.021927261,6.818613716,0.0325
conf_bounding_box_perp,ie1rr497,0.5,above,0.068143974,11.3697263,0.095
conf_bounding_box_perp,ie1rr497,0.5,below,0.073724409,12.28762247,0.062916667
dist_line_sd,ie1rr497,0.8,above,0.032724069,1.128279989,0.046666667
dist_line_sd,ie1rr497,0.8,below,0.021927261,0.914166085,0.0325
dist_line_sd,ie1rr497,0.5,above,0.068143974,1.75576921,0.095
dist_line_sd,ie1rr497,0.5,below,0.073724409,1.721067501,0.062916667
ellipse_area,ie1rr497,0.8,above,0.032724069,3355.212311,0.046666667
ellipse_area,ie1rr497,0.8,below,0.021927261,1982.075343,0.0325
ellipse_area,ie1rr497,0.5,above,0.068143974,3124.931576,0.095
ellipse_area,ie1rr497,0.5,below,0.073724409,2711.074236,0.062916667
ellipse_minor,ie1rr497,0.8,above,0.032724069,11.65631796,0.046666667
ellipse_minor,ie1rr497,0.8,below,0.021927261,7.128183185,0.0325
ellipse_minor,ie1rr497,0.5,above,0.068143974,15.15798481,0.095
ellipse_minor,ie1rr497,0.5,below,0.073724409,15.09728577,0.062916667
conf_bounding_box_perp,ie1rsgqn,0.5,above,0.115796779,18.41271207,0.13
conf_bounding_box_perp,ie1rsgqn,0.5,below,0.144633587,19.98708582,0.168333333
conf_bounding_box_perp,ie1rsgqn,0.8,above,0.094835729,28.82684581,0.086666667
conf_bounding_box_perp,ie1rsgqn,0.8,below,0.077361434,17.68072529,0.103333333
dist_line_sd,ie1rsgqn,0.5,above,0.115796779,3.07113939,0.13
dist_line_sd,ie1rsgqn,0.5,below,0.144633587,3.7902202,0.168333333
dist_line_sd,ie1rsgqn,0.8,above,0.094835729,4.229347033,0.086666667
dist_line_sd,ie1rsgqn,0.8,below,0.077361434,2.712313726,0.103333333
ellipse_area,ie1rsgqn,0.5,above,0.115796779,5713.773251,0.13
ellipse_area,ie1rsgqn,0.5,below,0.144633587,4835.510958,0.168333333
ellipse_area,ie1rsgqn,0.8,above,0.094835729,11244.97452,0.086666667
ellipse_area,ie1rsgqn,0.8,below,0.077361434,6376.861098,0.103333333
ellipse_minor,ie1rsgqn,0.5,above,0.115796779,26.60420115,0.13
ellipse_minor,ie1rsgqn,0.5,below,0.144633587,28.75442775,0.168333333
ellipse_minor,ie1rsgqn,0.8,above,0.094835729,37.84908731,0.086666667
ellipse_minor,ie1rsgqn,0.8,below,0.077361434,23.62707571,0.103333333
conf_bounding_box_perp,ie1rxg96,0.5,above,0.141055716,24.55284785,0.155
conf_bounding_box_perp,ie1rxg96,0.5,below,0.20348623,28.81613873,0.135
conf_bounding_box_perp,ie1rxg96,0.8,above,0.077256361,21.90961787,0.085
conf_bounding_box_perp,ie1rxg96,0.8,below,0.077424439,15.42262264,0.08
dist_line_sd,ie1rxg96,0.5,above,0.141055716,4.012176312,0.155
dist_line_sd,ie1rxg96,0.5,below,0.20348623,4.840167171,0.135
dist_line_sd,ie1rxg96,0.8,above,0.077256361,3.287154916,0.085
dist_line_sd,ie1rxg96,0.8,below,0.077424439,3.02669528,0.08
ellipse_area,ie1rxg96,0.5,above,0.141055716,7132.520835,0.155
ellipse_area,ie1rxg96,0.5,below,0.20348623,5918.455887,0.135
ellipse_area,ie1rxg96,0.8,above,0.077256361,8620.429147,0.085
ellipse_area,ie1rxg96,0.8,below,0.077424439,6435.659739,0.08
ellipse_minor,ie1rxg96,0.5,above,0.141055716,32.77504523,0.155
ellipse_minor,ie1rxg96,0.5,below,0.20348623,39.01776404,0.135
ellipse_minor,ie1rxg96,0.8,above,0.077256361,29.36633967,0.085
ellipse_minor,ie1rxg96,0.8,below,0.077424439,23.7771291,0.08
